Time Out,Event,Wilayah,Gender,Metode Pembayaran,Durasi Pembayaran,Premi,Usia
42,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,24
3,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,38
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,48
29,0,3,Perempuan,Bulanan,60-120,<=2.5jt,24
11,0,3,Laki-laki,Bulanan,>120,<=2.5jt,34
3,1,2,Perempuan,Bulanan,>120,<=2.5jt,28
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
11,1,3,Perempuan,Bulanan,>120,<=2.5jt,26
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,42
46,0,3,Perempuan,Bulanan,>120,<=2.5jt,21
1,0,3,Perempuan,Bulanan,60-120,<=2.5jt,35
2,1,2,Perempuan,Bulanan,60-120,<=2.5jt,33
15,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
5,1,3,Perempuan,Bulanan,>120,<=2.5jt,53
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
5,0,3,Perempuan,Bulanan,>120,<=2.5jt,50
60,0,3,Laki-laki,Semester,<=60,<=2.5jt,50
12,1,3,Perempuan,Tahunan,<=60,<=2.5jt,47
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,33
37,0,3,Perempuan,Bulanan,>120,<=2.5jt,48
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
17,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
12,1,3,Laki-laki,Bulanan,>120,<=2.5jt,46
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,44
31,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,27
16,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
60,0,3,Perempuan,Triwulan,<=60,<=2.5jt,30
13,1,3,Perempuan,Bulanan,60-120,<=2.5jt,28
38,0,3,Perempuan,Bulanan,>120,<=2.5jt,49
5,1,3,Perempuan,Bulanan,>120,<=2.5jt,30
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,47
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,40
9,0,3,Perempuan,Triwulan,<=60,<=2.5jt,37
44,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,44
2,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,35
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,37
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,31
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
8,0,3,Perempuan,Bulanan,>120,<=2.5jt,27
25,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,46
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,22
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,49
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,38
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,25
12,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,30
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,32
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,38
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,28
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,25
7,1,3,Laki-laki,Bulanan,>120,<=2.5jt,40
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,44
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
12,1,2,Perempuan,Bulanan,>120,<=2.5jt,34
25,0,3,Perempuan,Bulanan,60-120,<=2.5jt,43
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,29
47,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,46
9,0,3,Perempuan,Bulanan,60-120,<=2.5jt,42
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
19,0,3,Perempuan,Triwulan,<=60,<=2.5jt,27
36,0,2,Perempuan,Tahunan,<=60,2.5jt-10jt,48
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,24
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,42
13,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,33
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
26,0,3,Perempuan,Bulanan,60-120,<=2.5jt,41
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,30
4,0,2,Perempuan,Bulanan,>120,<=2.5jt,42
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,48
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,39
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,42
47,0,3,Laki-laki,Bulanan,>120,<=2.5jt,48
28,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
12,1,3,Laki-laki,Semester,<=60,<=2.5jt,26
25,1,3,Perempuan,Bulanan,>120,<=2.5jt,45
10,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,17
39,1,3,Perempuan,Triwulan,<=60,<=2.5jt,26
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
9,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
60,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
6,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
12,0,3,Perempuan,Bulanan,60-120,<=2.5jt,49
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
28,0,3,Laki-laki,Bulanan,>120,<=2.5jt,37
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,28
56,0,3,Perempuan,Bulanan,>120,<=2.5jt,23
40,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,34
7,0,3,Perempuan,Bulanan,>120,<=2.5jt,42
12,0,3,Laki-laki,Bulanan,>120,<=2.5jt,30
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
12,1,3,Perempuan,Tahunan,<=60,<=2.5jt,32
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,32
54,0,3,Laki-laki,Triwulan,60-120,<=2.5jt,29
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,28
40,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,25
48,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,43
38,0,3,Perempuan,Bulanan,>120,<=2.5jt,34
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,36
11,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
48,0,3,Perempuan,Tahunan,<=60,2.5jt-10jt,18
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
25,0,3,Perempuan,Triwulan,<=60,<=2.5jt,35
7,1,3,Perempuan,Bulanan,60-120,<=2.5jt,39
25,0,3,Perempuan,Bulanan,60-120,<=2.5jt,28
45,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,50
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
2,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
28,1,3,Perempuan,Bulanan,60-120,<=2.5jt,26
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
8,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,35
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,40
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,40
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,36
5,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,46
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
40,0,3,Perempuan,Bulanan,>120,<=2.5jt,31
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,28
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,25
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,24
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,50
25,0,3,Laki-laki,Bulanan,>120,<=2.5jt,32
6,1,3,Perempuan,Bulanan,60-120,<=2.5jt,33
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,41
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
26,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,27
7,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,40
24,0,3,Perempuan,Bulanan,60-120,<=2.5jt,49
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,27
19,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,39
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
26,0,3,Perempuan,Bulanan,>120,<=2.5jt,35
28,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
9,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,18
12,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
21,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
22,1,2,Perempuan,Bulanan,60-120,<=2.5jt,36
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
12,1,3,Perempuan,Tahunan,<=60,2.5jt-10jt,29
57,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,46
10,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
6,1,3,Perempuan,Semester,<=60,<=2.5jt,44
40,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
15,1,3,Laki-laki,Bulanan,>120,<=2.5jt,33
5,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,18
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,23
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
34,0,3,Perempuan,Bulanan,>120,<=2.5jt,42
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
36,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,34
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
27,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,47
38,0,3,Perempuan,Bulanan,60-120,<=2.5jt,36
3,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,30
9,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
12,0,3,Perempuan,Triwulan,<=60,<=2.5jt,44
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,47
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,19
46,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,28
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,28
9,0,3,Laki-laki,Bulanan,>120,<=2.5jt,33
12,1,3,Perempuan,Bulanan,>120,<=2.5jt,34
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,35
11,1,2,Perempuan,Bulanan,>120,<=2.5jt,36
13,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,41
59,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,37
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,24
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
48,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,19
57,0,3,Perempuan,Triwulan,<=60,<=2.5jt,36
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,31
31,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,34
12,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,47
29,0,3,Perempuan,Triwulan,<=60,<=2.5jt,48
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,47
7,1,3,Perempuan,Bulanan,60-120,<=2.5jt,49
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,34
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,38
15,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
7,1,3,Perempuan,Bulanan,>120,<=2.5jt,47
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,49
16,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
34,0,3,Perempuan,Bulanan,>120,<=2.5jt,43
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,28
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,27
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
26,0,3,Laki-laki,Bulanan,>120,<=2.5jt,31
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,33
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,32
10,1,3,Laki-laki,Bulanan,>120,<=2.5jt,40
19,0,2,Laki-laki,Bulanan,60-120,<=2.5jt,35
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
2,0,3,Perempuan,Bulanan,>120,<=2.5jt,47
6,0,3,Perempuan,Semester,<=60,2.5jt-10jt,49
15,0,3,Laki-laki,Tahunan,<=60,>10jt,28
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
34,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,50
5,1,3,Perempuan,Bulanan,>120,<=2.5jt,21
21,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,42
25,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,41
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,32
56,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,39
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,36
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,36
25,0,3,Perempuan,Bulanan,>120,<=2.5jt,36
26,0,3,Perempuan,Bulanan,>120,<=2.5jt,29
23,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,24
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,41
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,44
25,0,3,Perempuan,Bulanan,60-120,<=2.5jt,34
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,44
3,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
24,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,24
34,0,2,Perempuan,Bulanan,60-120,<=2.5jt,50
3,0,3,Perempuan,Bulanan,60-120,<=2.5jt,35
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,38
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,28
9,0,3,Perempuan,Bulanan,60-120,<=2.5jt,45
7,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,18
27,0,3,Perempuan,Bulanan,>120,<=2.5jt,42
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,39
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
6,1,3,Perempuan,Semester,<=60,<=2.5jt,39
3,1,3,Laki-laki,Bulanan,>120,<=2.5jt,38
18,0,2,Laki-laki,Bulanan,>120,<=2.5jt,38
54,0,3,Perempuan,Triwulan,<=60,<=2.5jt,47
1,0,3,Perempuan,Bulanan,60-120,<=2.5jt,36
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,43
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,23
48,0,3,Laki-laki,Bulanan,>120,<=2.5jt,42
9,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
3,0,2,Perempuan,Bulanan,60-120,<=2.5jt,49
24,0,3,Perempuan,Bulanan,>120,<=2.5jt,22
13,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,19
3,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,39
29,0,3,Laki-laki,Tahunan,<=60,2.5jt-10jt,42
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,29
16,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,43
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
9,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,46
15,0,3,Perempuan,Bulanan,60-120,<=2.5jt,25
43,0,3,Perempuan,Bulanan,>120,<=2.5jt,39
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,32
29,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,32
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,33
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,41
2,0,2,Perempuan,Bulanan,60-120,<=2.5jt,44
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
40,0,3,Perempuan,Bulanan,>120,<=2.5jt,46
57,0,3,Laki-laki,Semester,<=60,2.5jt-10jt,30
13,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
9,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,48
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,28
49,0,3,Laki-laki,Bulanan,>120,<=2.5jt,38
17,1,2,Perempuan,Bulanan,60-120,<=2.5jt,30
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
21,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,41
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,39
3,0,3,Perempuan,Triwulan,<=60,<=2.5jt,32
6,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,46
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
12,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,49
11,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
1,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,44
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,48
57,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,38
44,0,3,Perempuan,Triwulan,<=60,<=2.5jt,41
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,43
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
28,0,3,Perempuan,Bulanan,>120,<=2.5jt,30
58,0,3,Laki-laki,Bulanan,>120,<=2.5jt,40
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,35
29,0,3,Perempuan,Triwulan,<=60,<=2.5jt,41
1,0,3,Laki-laki,Bulanan,>120,<=2.5jt,45
25,0,3,Laki-laki,Bulanan,>120,<=2.5jt,36
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
2,0,3,Laki-laki,Bulanan,>120,<=2.5jt,37
16,0,2,Perempuan,Bulanan,>120,<=2.5jt,45
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,25
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,40
4,0,3,Perempuan,Bulanan,>120,<=2.5jt,45
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,48
6,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,47
54,1,3,Laki-laki,Bulanan,>120,<=2.5jt,48
29,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
4,1,3,Laki-laki,Bulanan,>120,<=2.5jt,45
29,0,3,Perempuan,Bulanan,>120,<=2.5jt,43
12,0,3,Perempuan,Bulanan,>120,<=2.5jt,28
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,29
45,1,3,Perempuan,Triwulan,<=60,<=2.5jt,32
15,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,41
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
3,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,36
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,28
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,27
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,32
27,1,3,Perempuan,Triwulan,<=60,<=2.5jt,40
23,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,49
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
25,0,3,Laki-laki,Bulanan,>120,<=2.5jt,30
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,42
6,1,3,Perempuan,Bulanan,>120,<=2.5jt,47
9,1,3,Perempuan,Bulanan,>120,<=2.5jt,31
7,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,25
4,0,3,Perempuan,Bulanan,60-120,<=2.5jt,27
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,29
13,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,37
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,27
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,41
27,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,45
3,0,3,Laki-laki,Bulanan,>120,<=2.5jt,48
31,0,3,Perempuan,Triwulan,<=60,<=2.5jt,31
18,1,3,Laki-laki,Bulanan,>120,<=2.5jt,41
39,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,24
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,32
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
23,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,39
6,1,3,Perempuan,Triwulan,<=60,<=2.5jt,29
59,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
35,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,30
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,39
18,1,3,Perempuan,Triwulan,<=60,<=2.5jt,27
9,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,38
27,0,3,Perempuan,Triwulan,<=60,<=2.5jt,44
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
1,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,31
12,0,3,Perempuan,Bulanan,>120,<=2.5jt,26
25,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,25
2,1,3,Perempuan,Bulanan,60-120,<=2.5jt,24
2,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
29,0,3,Laki-laki,Bulanan,>120,<=2.5jt,34
54,0,2,Perempuan,Tahunan,<=60,2.5jt-10jt,31
6,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,29
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,30
12,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,42
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,42
24,0,2,Laki-laki,Semester,<=60,<=2.5jt,43
14,0,3,Laki-laki,Bulanan,>120,<=2.5jt,26
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,46
52,0,3,Perempuan,Bulanan,>120,<=2.5jt,33
3,1,3,Perempuan,Triwulan,<=60,2.5jt-10jt,50
54,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,23
1,1,2,Laki-laki,Bulanan,>120,<=2.5jt,29
3,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,49
6,1,3,Laki-laki,Semester,<=60,<=2.5jt,47
42,0,3,Perempuan,Bulanan,60-120,<=2.5jt,32
4,1,3,Perempuan,Bulanan,>120,<=2.5jt,30
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,29
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,24
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,49
2,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,34
1,1,2,Perempuan,Bulanan,>120,<=2.5jt,43
24,0,3,Perempuan,Bulanan,>120,<=2.5jt,37
22,1,3,Laki-laki,Bulanan,>120,<=2.5jt,26
4,1,2,Perempuan,Bulanan,>120,<=2.5jt,40
39,0,3,Perempuan,Bulanan,>120,<=2.5jt,32
13,0,3,Perempuan,Bulanan,>120,<=2.5jt,29
9,1,3,Perempuan,Triwulan,<=60,<=2.5jt,22
11,1,3,Laki-laki,Bulanan,>120,<=2.5jt,23
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,36
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,35
36,0,3,Perempuan,Bulanan,>120,<=2.5jt,44
49,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
12,0,3,Laki-laki,Bulanan,>120,<=2.5jt,28
2,1,3,Laki-laki,Bulanan,>120,<=2.5jt,30
4,1,2,Perempuan,Bulanan,60-120,<=2.5jt,48
11,1,3,Perempuan,Bulanan,>120,<=2.5jt,41
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,46
12,1,3,Perempuan,Triwulan,<=60,<=2.5jt,49
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,44
1,0,3,Perempuan,Bulanan,>120,<=2.5jt,50
1,1,3,Laki-laki,Bulanan,>120,<=2.5jt,19
3,1,3,Laki-laki,Triwulan,<=60,<=2.5jt,31
47,0,3,Perempuan,Bulanan,60-120,<=2.5jt,48
12,0,3,Perempuan,Bulanan,>120,<=2.5jt,29
32,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,41
28,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,44
30,0,3,Perempuan,Bulanan,>120,<=2.5jt,40
8,1,3,Perempuan,Bulanan,>120,<=2.5jt,49
4,0,3,Laki-laki,Triwulan,<=60,<=2.5jt,33
9,1,3,Laki-laki,Bulanan,>120,<=2.5jt,36
8,1,3,Laki-laki,Bulanan,>120,<=2.5jt,42
54,0,3,Laki-laki,Tahunan,<=60,<=2.5jt,44
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,48
6,1,3,Laki-laki,Bulanan,60-120,<=2.5jt,27
1,1,3,Perempuan,Bulanan,60-120,<=2.5jt,27
1,1,3,Perempuan,Bulanan,>120,<=2.5jt,50
3,0,3,Laki-laki,Bulanan,60-120,<=2.5jt,45
3,1,3,Perempuan,Triwulan,<=60,<=2.5jt,47
31,0,3,Perempuan,Triwulan,<=60,<=2.5jt,46
14,0,3,Laki-laki,Bulanan,>120,<=2.5jt,24
